ra,dec,mag
9.264639,72.946326,5.93
9.265219,-49.973493,7.47
9.267786,-44.898723,6.02
9.26789,-8.350358,7.26
9.268783,-28.886334,7.36
9.269808,54.021857,4.8
9.270024,-57.541473,4.34
9.273066,-44.265735,5.12
9.273828,-19.458929,7.28
9.274198,18.810255,7.03
9.274318,-13.834113,6.82
9.277772,0.729038,6.73
9.277798,-49.578704,6.96
9.278158,-8.744759,5.49
9.27826,-6.353144,5.24
9.2796,-84.660301,7.14
9.282115,-63.775137,7.42
9.28222,-40.11658,7.11
9.282514,-11.103111,6.45
9.282523,-39.401539,5.31
9.282774,-45.011969,6.75
9.283723,77.074192,6.98
9.284838,-59.275229,2.21
9.285478,-14.574069,5.83
9.28674,1.929635,6.82
9.287123,-67.676459,6.79
9.288149,-68.689642,5.38
9.288314,33.500775,6.85
9.288671,23.652715,7.32
9.290334,-74.894313,5.28
9.291005,-74.734591,5.86
9.291445,-11.961968,7.07
9.291989,69.873519,7.09
9.291993,46.817228,5.96
9.292481,0.554881,6.96
9.293305,27.422184,6.77
9.295082,-54.494829,6.33
9.296014,23.078818,6.97
9.297454,7.946072,7.08
9.297599,11.501146,6.4
9.297684,-67.050868,6.14
9.298181,28.560517,7.2
9.298988,-37.397887,7.07
9.299925,-45.636277,7.21
9.301633,-51.050859,5.26
9.302867,-18.247676,7.49
9.304622,-65.430767,7.5
9.306924,-57.273055,6.78
9.307199,35.36408,5.94
9.30887,-39.043827,6.89
9.311766,-51.560651,5.83
9.312121,-34.095915,7.48
9.314069,36.802597,3.82
9.314349,-45.007962,7.2
9.316111,-16.8008,6.98
9.316342,17.705354,6.61
9.3166,35.682471,7.34
9.31675,-47.967778,7.02
9.318851,-22.55309,7.19
9.319272,-56.365535,6.84
9.320927,46.94377,6.91
9.320934,26.251841,6.61
9.32221,-58.929351,7.04
9.324774,-67.431252,7.47
9.325153,9.790148,7.17
9.325689,-55.186471,6.28
9.32587,-15.834663,5.79
9.326082,-11.314964,6.62
9.329551,-11.974853,4.77
9.329982,-34.103339,6.4
9.330883,5.216046,6.62
9.331974,-13.30586,7.09
9.332156,74.016601,6.42
9.332612,-35.498074,7.09
9.333627,-46.95041,7.27
9.337566,-45.17322,6.7
9.339169,-9.610176,6.99
9.340375,-75.713425,7.41
9.340645,-29.126801,7.03
9.341394,-9.555695,4.8
9.341514,52.450979,6.54
9.341576,-37.581688,6.04
9.342181,-61.993047,6.91
9.343523,0.181704,6.66
9.34386,19.090632,7.24
9.344343,-80.389866,7.41
9.345493,51.266066,6.14
9.345642,-31.760215,6.8
9.345651,-7.730131,7.39
9.348749,-15.617826,6.3
9.349117,-62.404632,4.79
9.349828,38.188262,6.12
9.350925,34.392562,3.14
9.352494,2.941011,6.99
9.352879,-35.357229,7.43
9.352944,25.163221,7.26
9.353286,34.947701,7.45
9.354263,15.371352,6.57
9.354301,39.666482,6.66
9.355072,-42.824507,7.27
9.355144,13.111452,6.67
9.356557,45.370101,6.4
9.357052,40.283913,7.11
9.35708,16.598298,6.98
9.35755,32.902151,6.16
9.35822,-25.965439,4.71
9.358514,-34.336545,7.47
9.359534,-60.830518,7.38
9.360948,32.264243,6.79
9.361141,-56.903433,7.22
9.362026,56.699219,5.79
9.362442,-2.792892,7.21
9.36356,88.570346,7.1
9.363909,-55.514686,5.61
9.36416,-42.19486,5.56
9.367139,74.912712,7.43
9.368562,-55.010668,2.47
9.372447,-39.380143,7.48
9.373036,48.410109,7.46
9.373064,-6.060619,7.33
9.373331,-46.047445,5.74
9.374827,-17.894025,6.97
9.375613,49.544822,6.94
9.375622,-15.234838,6.72
9.376829,-39.775289,6.53
9.38045,-35.523203,7.21
9.380719,-5.039327,7.39
9.380793,-9.838798,6.51
9.384996,-53.820172,6.81
9.386739,-28.833873,4.71
9.387384,-21.03773,6.83
9.387711,3.501387,7.31
9.388008,69.353249,7.36
9.390381,-48.286942,6.27
9.390378,-77.89052,7.08
9.390924,-60.302314,6.3
9.39154,7.713745,6.82
9.391742,-16.666245,7.33
9.392162,25.18284,6.41
9.394093,2.409951,7.41
9.394315,-33.200475,6.73
9.394378,-46.90875,6.21
9.394518,5.219553,6.86
9.395799,-37.7569,6.47
9.397159,-35.247526,6.57
9.39734,34.548168,7.18
9.398569,-5.361456,7.48
9.399816,-51.73708,6.05
9.401526,-61.648902,5.99
9.402217,25.918343,6.79
9.40268,-80.786876,5.34
9.403254,60.44711,7.33
9.404523,-39.425502,6.05
9.405184,23.579204,7.24
9.406249,36.587092,6.68
9.406346,-29.180761,7.48
9.407937,6.350112,6.73
9.40867,18.141378,7.18
9.410315,-70.075779,6.45
9.410906,26.182324,4.47
9.411652,17.710558,7.13
9.412594,19.786629,6.53
9.412878,50.278292,7.03
9.413616,-23.82631,7.35
9.414397,-15.638484,7.32
9.414786,-4.282934,6.92
9.415463,51.573896,6.3
9.415656,-64.708131,7.43
9.416663,-17.218724,7.28
9.418852,-43.976603,6.31
9.420988,-46.942899,7.12
9.42128,-65.270264,6.91
9.422021,-54.463766,6.9
9.42296,6.258272,7.36
9.423343,-5.117394,5.6
9.424176,-6.404521,7.01
9.424253,-61.950476,5.77
9.425695,16.585588,6.31
9.426641,-5.876905,7.5
9.426759,-53.251824,6.98
9.426962,-25.337096,6.72
9.427183,54.015918,7.36
9.427636,-40.314116,7.38
9.428939,63.940939,6.24
9.429173,32.762141,7.39
9.432182,-20.761762,7.24
9.432443,-17.947354,6.95
9.433065,-56.089417,7.31
9.434392,-1.23494,6.58
9.434491,-59.744081,7.26
9.436395,-30.034801,7.19
9.436512,70.34941,7.34
9.438324,-53.378909,5.09
9.43953,-1.464078,6.01
9.440161,-42.251151,6.67
9.441068,-54.874373,7.16
9.441238,-40.501706,6.19
9.442904,19.059933,7.5
9.443127,-33.897396,7.0
9.444363,-24.167855,6.91
9.444611,-44.239595,7.5
9.444732,-16.444462,7.43
9.444777,36.457451,6.99
9.445596,-64.929701,6.05
9.445806,-28.787696,6.12
9.446404,-59.578776,6.52
9.44692,-19.155121,6.96
9.446969,41.024184,7.43
9.448147,-54.351733,6.86
9.449085,14.303111,6.83
9.449703,-48.694062,6.81
9.450227,-16.013172,6.97
9.451788,-71.601895,5.46
9.453936,-33.791348,7.16
9.454067,-9.223712,6.53
9.454641,6.232823,6.9
9.45511,-22.343783,4.72
9.458816,42.764316,7.43
9.458809,-58.094552,7.2
9.45979,-8.658603,1.99
9.460093,12.400215,7.46
9.460669,-35.007409,6.63
9.462893,-42.578333,7.34
9.462995,-6.071187,5.38
9.463651,-71.781101,6.33
9.464338,75.098341,6.2
9.464733,-22.528546,7.22
9.464985,-14.868255,7.43
9.465941,-53.517303,6.74
9.468399,-10.024602,7.26
9.470353,-7.720738,6.99
9.470719,-34.90413,7.38
9.472367,-9.986874,6.78
9.472474,-49.654828,7.27
9.474278,9.056778,5.4
9.47461,-59.149904,7.41
9.474771,8.188298,5.72
9.47516,-66.701877,5.9
9.475963,12.385313,6.88
9.476162,-45.49776,7.13
9.477434,-25.433557,7.12
9.477775,45.601483,5.4
9.479763,-62.273134,5.91
9.483111,50.031121,7.07
9.483972,-1.256913,6.27
9.485805,-2.768964,4.59
9.486845,-20.749127,5.66
9.487423,-35.951335,4.51
9.487831,-38.403542,6.15
9.487861,-52.424573,7.25
9.488112,-13.736816,7.13
9.488358,-33.672537,7.48
9.488465,-3.165437,6.95
9.488528,-44.538946,7.01
9.489318,56.240916,6.89
9.489585,-43.190251,6.6
9.490123,-2.205172,6.14
9.490756,-17.505294,7.09
9.491276,-44.532352,6.98
9.492338,-4.246636,6.25
9.492483,17.651864,7.26
9.49254,-62.360905,6.54
9.493449,-3.122427,7.41
9.493523,-58.299129,6.75
9.493693,-50.603726,7.11
9.494569,-26.594235,6.52
9.496076,-25.528217,7.46
9.496609,55.745233,6.5
9.497187,-23.345342,6.26
9.497395,-43.958912,7.25
9.498474,-26.589616,5.49
9.498563,5.655134,7.2
9.498774,33.551584,7.46
9.499509,-28.242984,7.33
9.501391,-28.59366,7.4
9.501421,-51.517164,5.45
9.503917,-24.274066,6.57
9.50548,-33.403871,6.87
9.506089,-31.549956,7.17
9.506246,-15.577352,5.86
9.50651,-58.361839,5.88
9.506542,21.812688,6.94
9.509202,-45.57056,6.62
9.509745,1.257256,7.43
9.510646,44.769407,7.34
9.511182,-28.766483,6.57
9.511487,-4.065393,7.09
9.511674,-40.466769,3.6
9.512006,33.655711,5.87
9.512804,-31.889222,5.75
9.515319,-5.661502,6.84
9.518386,3.079798,7.27
9.518919,73.958294,7.42
9.520359,58.756523,7.44
9.520371,-57.034377,3.16
9.521497,27.387242,6.64
9.521936,-47.952509,6.53
9.522245,-24.343726,7.39
9.522272,12.858849,6.92
9.523593,-73.747033,7.33
9.524586,-12.062387,7.0
9.525221,-36.750465,7.17
9.52535,1.465257,6.81
9.525453,63.061861,3.65
9.525601,-31.871831,5.91
9.525671,35.103273,5.39
9.52584,-35.71475,5.86
9.525844,-66.719026,6.27
9.52638,20.270656,7.32
9.526752,-73.080913,5.46
9.527497,-10.552013,6.13
9.528445,36.429091,6.89
9.528675,22.967971,4.32
9.528891,20.005489,7.39
9.529314,-70.469616,7.03
9.531567,-56.9889,7.13
9.532142,-10.370341,6.12
9.532428,11.299827,4.99
9.53266,9.715767,5.07
9.533036,-1.184664,4.54
9.534188,-61.23489,7.14
9.537007,21.856394,7.48
9.537396,-62.788874,7.43
9.538443,-28.627769,6.43
9.538688,-40.649335,5.35
9.539003,-19.400303,5.74
9.542206,-60.523443,7.38
9.542321,7.063436,7.31
9.544771,-54.83079,7.15
9.544832,1.864151,6.11
9.544854,-27.414813,7.38
9.545492,26.98853,7.05
9.546375,-57.094296,7.14
9.547715,51.6773,3.17
9.548581,-14.000689,7.1
9.548826,-13.516804,5.95
9.550548,-8.505374,6.12
9.552051,49.43867,6.76
9.552135,-39.129073,6.43
9.553126,45.513758,6.49
9.553461,-21.115722,5.02
9.554693,-38.637547,7.24
9.55482,-57.963427,6.82
9.55491,-21.392038,6.68
9.555016,-86.010069,7.08
9.555082,28.36794,6.5
9.555529,-7.190204,6.25
9.557237,-22.863883,5.92
9.558433,36.486949,6.19
9.56218,-60.627701,6.99
9.562374,-49.005072,5.12
9.564857,-80.941258,5.07
9.566429,23.453919,6.26
9.566864,-32.022772,7.44
9.56911,-51.255266,5.01
9.570384,36.397558,4.54
9.571917,54.046469,7.2
9.572106,46.902076,6.54
9.573254,71.088027,7.29
9.574071,-59.229753,4.08
9.574703,69.830343,4.54
9.574946,-66.122235,7.45
9.575736,-5.914948,5.56
9.575762,-3.487983,7.14
9.576375,-64.03082,7.41
9.578184,8.187459,7.35
9.578498,-44.816247,7.19
9.579241,-52.028254,7.35
9.580405,52.051477,4.47
9.58076,-12.129546,6.54
9.581508,72.205679,5.77
9.582554,-34.367401,7.32
9.583248,12.654507,6.81
9.584009,-4.8892,7.4
9.584399,39.621493,4.81
9.585283,-5.368946,7.16
9.58662,-35.82375,6.48
9.587255,60.891814,7.28
9.589583,39.96327,6.76
9.590177,-22.685985,7.0
9.592723,-19.583394,6.33
9.594334,35.810133,5.4
9.594797,-44.188116,7.03
9.594862,-68.210242,7.16
9.597428,48.491602,7.04
9.598024,14.379588,6.32
9.600592,20.045585,6.97
9.600814,-27.522018,7.5
9.600933,-31.232298,7.25
9.601221,4.514403,7.41
9.601448,-64.950243,6.55
9.601884,74.318805,6.46
9.604519,-21.997207,7.41
9.605867,62.790615,7.41
9.607058,-48.751179,6.18
9.607173,-36.301902,7.5
9.607707,-2.777882,7.03
9.609352,-24.702823,6.54
9.611394,69.636607,7.2
9.611903,31.161734,5.57
9.611911,56.970161,7.06
9.612872,-52.94367,6.18
9.613601,27.758507,6.96
9.613772,-49.355026,4.34
9.614892,35.599317,7.44
9.616023,82.925382,7.02
9.616725,-25.296759,5.68
9.617384,16.437952,5.73
9.618151,81.326382,4.28
9.619309,72.080337,7.43
9.619413,-32.178646,5.62
9.620184,-53.668508,5.44
9.620185,6.835802,5.0
9.620604,-30.211081,7.45
9.621369,-30.970147,7.01
9.624557,-36.095994,5.96
9.62463,-49.990936,6.97
9.624702,-29.802317,7.02
9.625329,-59.889903,6.91
9.627088,60.213682,6.41
9.627933,1.696032,6.85
9.629427,-3.170642,6.45
9.630527,24.670277,6.61
9.630974,-9.424446,6.4
9.632295,73.080394,6.39
9.633392,-59.399195,7.49
9.633687,14.34727,6.63
9.633736,-43.190944,5.51
9.634228,-54.219107,6.88
9.637794,12.736296,6.74
9.638078,70.266111,6.99
9.639236,-81.709366,6.72
9.639383,40.239793,5.28
9.639423,-64.402454,6.69
9.63961,7.709026,7.44
9.640913,4.649293,4.68
9.642091,-59.175195,7.34
9.644644,-39.614139,6.69
9.644984,75.205415,6.64
9.645904,-66.859075,7.39
9.646026,10.777718,6.66
9.647173,-64.489168,6.83
9.648517,20.297553,6.79
9.650027,-17.624169,6.74
9.650204,58.548183,7.32
9.651136,-2.839486,7.21
9.652987,43.144173,6.59
9.65356,25.367377,7.22
9.654785,13.312566,7.02
9.655839,-61.32806,4.51
9.656493,-52.943301,7.42
9.657387,-54.753368,6.83
9.65775,67.27223,5.96
9.657793,35.243096,7.12
9.658174,72.746836,7.12
9.660999,3.195318,7.31
9.661244,-48.237008,7.37
9.662538,-62.942923,6.4
9.66317,-10.570271,6.31
9.663206,-40.822485,7.35
9.664267,-1.14281,3.9
9.664842,-43.510503,7.37
9.666059,35.335957,6.9
9.666415,53.496962,7.44
9.667442,-12.997307,7.05
9.669552,8.278109,7.2
9.671362,-30.921739,7.27
9.671768,-14.332292,5.07
9.672241,-10.769185,6.37
9.676457,13.053783,6.96
9.676419,71.755393,7.46
9.678494,-57.983553,5.3
9.681086,75.430527,7.31
9.682238,-54.983431,6.93
9.68393,-57.259542,5.8
9.685121,-66.080197,6.85
9.685843,9.892308,3.52
9.686166,-36.028597,7.32
9.687398,8.995419,6.83
9.687985,55.866491,6.5
9.688058,-23.591514,4.76
9.689423,38.950206,6.91
9.69023,-33.396325,6.9
9.690977,-10.502567,7.25
9.693087,31.277817,5.9
9.693699,-68.504989,7.11
9.694024,25.912876,6.26
9.695832,82.365145,7.49
9.696648,-55.213762,5.99
9.696988,43.63723,7.06
9.69786,-30.303381,6.59
9.700098,39.757851,5.61
9.700392,-42.282632,7.03
9.703605,-66.91482,6.33
9.704011,-23.915569,4.93
9.704137,69.237537,5.72
9.705894,25.590161,7.26
9.706488,-0.27942,6.64
9.70696,48.776075,7.16
9.707751,-46.865156,6.97
9.709618,32.994881,6.93
9.710925,-72.190804,6.54
9.711363,-55.832009,7.16
9.711487,-35.501709,6.39
9.711873,35.093371,6.12
9.711973,48.431,6.36
9.712189,51.268547,7.14
9.712379,30.11145,6.73
9.715291,32.264758,7.26
9.715895,72.252618,5.15
9.717147,-79.591618,7.3
9.717816,37.128622,7.4
9.718605,54.363703,6.5
9.722908,20.193192,6.71
9.724238,2.627519,7.41
9.724331,-51.228136,6.15
9.72517,-20.365839,6.58
9.725906,29.974473,5.64
9.726469,10.518869,7.01
9.726782,13.442019,7.06
9.728406,-53.891282,5.56
9.728547,34.097179,7.23
9.728862,14.021692,5.36
9.735244,42.050868,6.84
9.736694,-27.769471,4.78
9.737672,-39.571177,6.81
9.74075,74.587592,6.78
9.741668,18.863492,6.49
9.743444,-22.751863,6.76
9.743498,64.984112,6.18
9.743707,-48.548864,6.7
9.743912,3.353316,7.19
9.746618,-27.630477,7.12
9.747656,-17.706403,6.78
9.748122,-50.010236,7.45
9.748251,-57.569297,7.01
9.753169,-0.464878,7.19
9.754091,23.474565,6.55
9.754117,-62.507903,3.69
9.754238,-66.808763,7.4
9.754648,8.882778,7.08
9.754851,-54.247434,6.91
9.756113,-30.20275,6.45
9.756741,-32.682696,6.9
9.757028,-8.482522,7.22
9.757956,10.221928,6.9
9.758601,78.134709,6.25
9.761211,-70.118242,7.14
9.761286,-57.186041,6.47
9.762193,-41.666978,7.49
9.764188,23.774255,2.97
9.764427,18.683585,6.78
9.765382,63.653313,6.51
9.7654,-43.678736,7.24
9.76549,-58.793828,6.22
9.766602,-35.86379,6.88
9.766954,-59.046313,7.29
9.76743,65.627116,6.97
9.768178,39.83805,7.3
9.768583,-19.728016,7.07
9.769164,-45.917956,6.6
9.769457,6.708556,5.8
9.770344,20.4892,7.41
9.770695,-14.58998,7.3
9.771148,-33.508255,6.94
9.771539,-22.652554,7.31
9.772352,-76.77612,5.43
9.772685,-27.276118,7.01
9.773147,11.810043,5.67
9.773225,1.785586,5.65
9.774025,-59.352672,6.86
9.775104,-44.75506,5.58
9.775462,57.12807,5.09
9.778464,45.114395,6.81
9.778667,-3.211366,7.5
9.780392,-39.325588,7.49
9.783925,7.090988,7.28
9.784433,-31.268119,6.97
9.784754,-10.523002,7.0
9.785036,-65.072007,2.92
9.786181,-10.743827,7.04
9.787241,-17.205898,6.72
9.787926,8.570489,7.02
9.788366,79.13668,6.09
9.789499,23.647686,6.49
9.790546,11.568165,6.44
9.791845,63.247806,6.94
9.79301,-38.189712,6.83
9.793473,-33.243691,6.63
9.794525,-28.379791,7.27
9.79523,20.604765,7.37
9.795542,-49.943298,6.52
9.800055,-38.364247,7.39
9.801069,-8.168644,7.45
9.803528,-7.245736,7.04
9.803625,-54.39658,7.37
9.805956,-75.777865,6.8
9.807791,-37.636088,7.07
9.80981,46.021008,5.08
9.811118,-56.41189,6.05
9.811184,-55.495229,7.44
9.811903,-26.414444,6.63
9.81208,-9.918645,6.98
9.812207,-60.132616,7.49
9.812568,-35.020197,7.32
9.812996,64.894322,7.11
9.813066,-19.313588,7.02
9.813795,-22.018848,7.49
9.813913,60.096905,7.0
9.817458,34.085392,7.2
9.819147,-43.482829,6.53
9.820579,-24.646248,7.4
9.821453,-8.835065,6.85
9.824471,-37.186765,5.95
9.824568,36.747385,6.61
9.825876,-11.78495,6.8
9.829359,52.890972,7.12
9.82963,31.077015,6.82
9.830582,21.179422,6.1
9.830931,-36.268463,6.36
9.831925,-68.419431,6.7
9.832541,-45.732736,5.09
9.836207,24.562048,6.89
9.836727,-0.228491,7.12
9.83697,0.104469,7.4
9.837185,39.631708,6.64
9.839358,35.873502,7.12
9.839898,65.593226,6.27
9.841604,45.083681,7.43
9.841689,4.34365,6.24
9.843858,-60.52769,7.16
9.844746,-7.382177,7.11
9.844985,-46.933923,5.72
9.845838,31.392749,7.07
9.84702,11.84242,6.86
9.848775,-62.745116,5.56
9.849837,-15.879613,7.47
9.849867,59.038735,3.78
9.850222,-80.061059,6.47
9.850551,13.066239,6.45
9.851032,-23.017316,6.85
9.852221,-18.658734,7.37
9.853347,-59.425774,5.79
9.853898,-4.24335,6.01
9.855436,-1.858417,7.34
9.855481,-46.193871,5.62
9.856005,-6.181928,6.42
9.85797,-14.846603,4.11
9.860782,-46.512284,6.71
9.861298,-46.54762,4.58
9.861449,-11.340507,6.48
9.861481,-54.659629,7.34
9.861489,-60.593652,7.25
9.864732,24.395369,5.29
9.865476,-32.979962,7.2
9.866537,-16.534775,6.08
9.868433,54.064332,4.55
9.869996,0.07561,6.34
9.870045,2.454131,6.02
9.872677,37.914466,6.71
9.873969,-71.943378,6.91
9.875036,35.524622,6.93
9.875121,-8.10503,5.07
9.876765,-51.713052,7.49
9.879398,26.006951,3.88
9.880157,-71.454505,7.25
9.882791,-27.332172,6.28
9.88336,-55.373208,6.5
9.887813,-44.58459,7.05
9.888065,19.937835,7.41
9.888119,50.621203,7.25
9.889418,-9.903688,7.09
9.8897,-38.40892,7.49
9.893598,25.667374,7.02
9.893603,-42.310395,7.41
9.893614,34.983815,6.76
9.895183,-3.862008,7.4
9.895257,5.958573,5.9
9.895607,-41.846848,7.38
9.896571,-69.895254,7.04
9.897251,-51.146713,5.95
9.898338,64.788877,7.39
9.899427,57.683705,7.45
9.901427,-27.999017,7.2
9.901848,8.074499,7.01
9.901862,4.945414,6.72
9.903425,-25.932345,4.87
9.904882,59.920362,6.84
9.904905,-45.283516,5.72
9.905043,-42.917103,7.32
9.906403,-46.636854,6.65
9.908838,-22.487456,6.23
9.909024,-34.906934,7.25
9.909413,-58.421274,6.64
9.90962,-12.951518,6.87
9.910861,-43.321149,7.18
9.914234,-50.243959,5.71
9.914503,-19.00936,4.94
9.914773,-86.910256,7.31
9.916699,-16.193866,6.51
9.917598,61.116123,6.29
9.918243,-69.188974,6.73
9.918316,24.637172,7.07
9.918336,-57.382921,6.74
9.919658,-33.690659,7.24
9.91998,-33.363373,7.42
9.920445,-11.034347,7.34
9.92392,-41.586884,6.69
9.926495,-17.46947,6.85
9.926941,-4.976241,7.23
9.928348,-59.106677,7.24
9.928612,49.819843,5.27
9.928763,-19.677086,7.43
9.929166,-8.836496,6.68
9.931943,7.677209,6.79
9.93306,-39.553274,6.99
9.934816,-40.824546,6.39
9.935008,52.268983,6.63
9.935556,-7.645314,6.74
9.936042,-71.3893,6.3
9.937177,-53.619198,6.8
9.937662,-31.091485,6.93
9.93937,-47.753892,7.09
9.939416,-51.336158,6.39
9.940549,8.933157,5.85
9.940624,54.243767,6.59
9.941927,-13.463863,6.78
9.942041,32.384659,6.55
9.943192,-33.418496,5.83
9.943718,14.724198,7.36
9.946347,-26.549672,6.27
9.946835,4.242075,6.7
9.946925,77.938192,7.47
9.947708,-54.56779,3.52
9.94836,-27.475154,6.32
9.9494,-15.895122,7.41
9.949654,-34.825627,7.4
9.949952,-69.101804,6.18
9.95304,-52.638783,6.13
9.953511,-49.870367,7.25
9.953776,57.418196,5.97
9.954089,28.561285,7.37
9.954253,-64.48935,6.59
9.954606,-32.857825,7.18
9.959365,16.459078,7.29
9.961021,-16.522133,6.62
9.96141,41.055633,5.11
9.961833,-48.414075,6.06
9.962195,-1.94175,6.43
9.963709,-61.931934,7.04
9.96377,35.124526,7.18
9.96579,45.414298,6.34
9.968658,-62.585358,6.87
9.968786,8.313979,6.05
9.968902,-13.129086,7.43
9.969918,15.221332,7.45
9.969966,-72.064692,7.47
9.970382,12.4448,5.26
9.970553,-25.131117,6.77
9.973019,72.879509,5.86
9.973902,27.758999,6.48
9.975163,-13.941622,7.27
9.976159,58.951857,6.72
9.9776,10.960463,7.44
9.978796,-29.304768,7.01
9.979011,50.125156,6.7
9.979143,6.114689,7.31
9.979225,-41.359512,7.4
9.979358,10.458631,7.14
9.980214,4.808536,7.19
9.981191,-35.890973,5.23
9.983856,-3.02159,7.48
9.984897,-63.345314,6.68
9.985085,-23.95077,6.11
9.986769,-47.092322,7.26
9.986961,-58.128201,7.11
9.988486,-3.074864,7.41
9.988533,-20.35679,6.7
9.990615,-44.955449,6.72
9.991147,21.321501,6.74
9.993172,56.474528,7.24
9.993395,29.645233,5.75
9.995301,3.384792,6.69
9.997695,56.811807,5.5
9.997798,-26.397811,7.36
9.999064,-31.349542,7.23
10.000922,42.316655,7.42
10.001652,-36.043234,7.38
10.003557,8.044223,4.68
10.007492,-42.886377,7.46
10.009597,-56.946108,6.5
10.012191,-82.21467,5.53
10.016275,-50.477708,6.91
10.016446,-3.189275,7.07
10.016864,31.923672,5.37
10.02,-56.096559,6.42
10.020757,-39.450758,7.23
10.021758,28.784411,6.93
10.021761,-70.728148,7.34
10.026508,-1.018132,7.19
10.027114,-17.333022,7.47
10.027977,-53.364115,6.2
10.028974,-23.806868,6.8
10.030242,-42.485446,7.08
10.031397,23.98124,7.41
10.032797,-57.349789,6.2
10.033167,74.759089,6.91
10.033361,-60.42089,5.93
10.033454,-34.173567,7.09
10.035025,31.531207,7.39
10.036148,-10.430474,7.46
10.037949,-65.918033,7.26
10.042551,-13.296514,6.98
10.043052,-56.256682,7.46
10.043623,-20.424015,6.82
10.046931,21.949258,5.68
10.047011,-1.067843,6.7
10.047028,-30.577523,6.54
10.04706,-62.156667,6.41
10.047119,49.878379,7.48
10.049001,-5.617894,7.33
10.049985,-60.178675,6.18
10.051512,-39.423499,7.34
10.053324,58.097803,7.48
10.053804,50.109229,6.9
10.054819,-43.840078,7.49
10.055719,-46.636191,6.11
10.055832,-10.72744,7.08
10.056067,-82.508222,7.34
10.056541,-33.238287,6.62
10.056817,42.009347,7.13
10.057676,41.30474,7.36
10.058471,62.565839,7.36
10.059229,9.89899,7.14
10.05948,-61.88404,6.14
10.060785,-12.877245,7.09
10.060787,3.971957,7.23
10.060828,-60.199824,7.31
10.061062,-26.909474,7.4
10.061385,-9.573792,6.09
10.061561,-25.316721,6.71
10.064864,38.020436,6.75
10.067039,-18.101057,7.14
10.067448,-18.101406,6.3
10.068706,-81.565492,6.6
10.068994,11.628512,7.13
10.069009,3.201055,6.43
10.071133,32.452448,7.34
10.07161,-28.378778,7.27
10.072419,-48.44573,6.83
10.072486,-24.285534,5.7
10.073158,-39.975858,6.42
10.074107,-7.218385,7.49
10.074404,-51.798384,6.99
10.076134,-64.647726,6.91
10.076759,53.891716,5.71
10.07987,5.004025,7.35
10.080283,-28.188688,6.99
10.081509,-52.025269,7.41
10.083845,-56.897919,6.86
10.083846,-51.31362,6.23
10.084576,7.990872,7.31
10.085005,-45.896198,7.18
10.085408,-13.064626,4.6
10.086219,52.371302,6.31
10.086671,-28.19704,6.97
10.086757,-3.517357,7.32
10.086862,67.27973,7.06
10.086873,-42.172299,6.53
10.087042,50.551249,7.29
10.087179,-79.062238,7.32
10.087578,-36.384381,6.27
10.090705,-34.88267,6.6
10.092433,-33.392201,6.99
10.094225,-84.088928,7.18
10.0947,15.757506,6.36
10.09591,-30.891668,6.62
10.09696,35.002362,7.29
10.097621,-68.298033,7.17
10.097904,-27.275059,7.49
10.098032,-63.83512,6.91
10.098856,39.582079,7.33
10.101128,-42.524859,7.43
10.101524,-29.118704,7.21
10.102009,-52.187939,6.5
10.102427,-20.948707,7.29
10.10298,21.514551,7.01
10.103115,-47.369995,5.06
10.107983,55.769493,7.24
10.110346,12.782072,7.37
10.113174,5.611493,6.2
10.114023,-24.715569,7.15
10.11446,-51.077725,7.09
10.114958,-17.44418,6.72
10.116636,-71.478031,6.58
10.118779,-21.255737,6.66
10.118984,29.512545,7.42
10.119305,-17.141733,5.59
10.120581,60.919869,7.13
10.122209,16.762664,3.48
10.122841,-19.70869,7.41
10.123821,35.244693,4.49
10.125603,-22.489618,6.99
10.125785,-53.260148,7.01
10.125926,0.918321,6.67
10.126589,-48.26082,6.4
10.127595,15.157498,7.14
10.129342,-7.630769,6.63
10.131742,9.997508,4.39
10.1323,-0.371637,4.48
10.132398,-62.221416,6.45
10.133793,-37.333445,6.34
10.137749,31.604053,6.23
10.138368,-58.198582,6.63
10.139274,-19.75522,7.26
10.139532,11.967207,1.36
10.139732,-35.013692,7.2
10.140753,-56.436896,7.46
10.141622,33.514603,7.49
10.142888,83.918372,6.31
10.143174,-15.611939,6.25
10.144795,1.160757,6.68
10.144953,-65.511102,7.39
10.145223,-65.815438,5.26
10.146015,-10.884801,6.54
10.148688,-61.192481,7.5
10.148957,-51.811261,4.85
10.151585,-48.30652,6.76
10.151852,-43.695131,7.27
10.15193,-58.040471,7.5
10.152128,63.952426,6.53
10.152342,18.530589,6.92
10.152786,71.68763,7.49
10.154131,6.170902,6.6
10.154323,-18.138957,7.13
10.155449,20.332351,6.68
10.156098,-61.54901,6.94
10.15637,-13.36231,7.09
10.158386,-68.682779,5.8
10.158639,68.664,7.11
10.15874,9.593089,7.09
10.158831,-32.846665,7.45
10.158841,-35.856771,6.14
10.160564,-11.895212,7.43
10.163388,-47.446172,6.97
10.164308,-45.194363,7.34
10.165553,63.754691,7.44
10.165691,-12.095305,6.24
10.165894,-66.597619,7.34
10.168302,-12.815923,5.3
10.168761,-8.40817,5.91
10.17067,-48.014082,6.82
10.171363,49.507337,7.16
10.172563,-67.263395,6.88
10.172852,62.915626,7.1
10.172963,20.945571,7.43
